station_name,date,evapo_transpiration,rain,pan_evaporation,temperature_maximum,temperature_minimum,relative_humidity_maximum,relative_humidity_minimum,average_wind_speed,solar_radiation
AIREYS INLET,03/05/2020,1.7,0.0, ,14.4,9.1,87,60,4.40,6.61
AIREYS INLET,04/05/2020,1.5,0.6, ,17.6,8.6,95,66,2.61,10.15
AIREYS INLET,05/05/2020,1.8,0.4, ,19.2,9.7,95,53,2.59,11.64
AIREYS INLET,06/05/2020,2.9,0.0, ,19.6,11.0,83,48,6.19,7.07
AIREYS INLET,07/05/2020,3.8,0.0, ,20.6,12.5,76,41,7.84,6.59
AIREYS INLET,08/05/2020,2.2,0.0, ,17.7,11.9,80,58,4.71,9.13
AIREYS INLET,09/05/2020,1.6,0.8, ,13.4,10.3,92,66,6.28,5.25
AIREYS INLET,10/05/2020,1.5,5.2, ,14.1,5.3,87,69,5.04,8.72
AIREYS INLET,11/05/2020,1.7,0.2, ,16.6,7.0,88,59,3.59,9.23
AIREYS INLET,12/05/2020,2.2,0.0, ,17.0,10.3,93,51,5.60,10.39
AIREYS INLET,13/05/2020,1.5,2.8, ,15.0,8.5,95,59,3.53,9.06
AIREYS INLET,14/05/2020,1.5,0.0, ,14.6,6.7,80,49,2.35,6.77
AIREYS INLET,15/05/2020,1.4,0.0, ,16.2,9.4,88,54,2.11,7.66
AIREYS INLET,16/05/2020,1.8,0.0, ,17.1,7.3,95,44,3.11,10.44
AIREYS INLET,17/05/2020,1.7,0.0, ,18.0,6.7,90,40,2.30,10.35
AIREYS INLET,18/05/2020,1.8,0.0, ,18.9,7.6,92,52,3.20,10.26
AIREYS INLET,19/05/2020,2.9,0.0, ,19.8,10.6,75,51,6.28,7.44
AIREYS INLET,20/05/2020,1.7,8.6, ,14.5,9.2,95,58,6.07,5.50
AIREYS INLET,21/05/2020,1.5,3.0, ,13.7,8.8,95,61,4.85,8.40
AIREYS INLET,22/05/2020,1.1,0.8, ,15.2,6.9,90,58,1.87,8.06
AIREYS INLET,23/05/2020,1.1,1.2, ,13.0,9.3,95,75,5.64,5.92
AIREYS INLET,24/05/2020,1.6,2.2, ,14.1,10.4,86,67,5.74,6.98
AIREYS INLET,25/05/2020,1.2,0.0, ,15.0,8.4,91,62,2.46,8.24
AIREYS INLET,26/05/2020,1.4,0.0, ,17.3,8.4,92,51,2.52,9.64
AIREYS INLET,27/05/2020,1.7,0.0, ,17.1,8.9,83,52,3.42,8.41
AIREYS INLET,28/05/2020,1.2,0.0, ,15.5,11.3,90,64,2.94,5.67
AIREYS INLET,29/05/2020,1.7,0.0, ,17.1,8.7,95,54,4.14,9.38
AIREYS INLET,30/05/2020,3.2,0.0, ,17.3,10.4,74,46,8.68,9.26
AIREYS INLET,31/05/2020,2.0,0.2, ,14.8,10.1,83,58,6.43,7.94
AIREYS INLET,01/06/2020,1.5,3.8, ,11.8,8.2,95,61,7.17,5.11
AIREYS INLET,02/06/2020,1.2,3.0, ,14.6,7.1,95,70,4.96,6.14
AIREYS INLET,03/06/2020,1.9,0.6, ,14.0,8.6,91,55,6.80,7.78
AIREYS INLET,04/06/2020,0.9,0.0, ,14.3,7.3,93,56,1.67,9.09
AIREYS INLET,05/06/2020,1.1,0.0, ,13.6,5.3,93,66,3.44,9.03
AIREYS INLET,06/06/2020,1.0,5.8, ,11.7,7.7,95,64,2.99,4.08
AIREYS INLET,07/06/2020,1.1,4.2, ,13.7,7.1,93,60,2.98,7.22
AIREYS INLET,08/06/2020,0.9,1.2, ,14.6,5.3,95,53,1.68,8.96
AIREYS INLET,09/06/2020,1.0,2.2, ,12.9,5.5,92,57,2.61,8.99
AIREYS INLET,10/06/2020,1.2,0.0, ,14.1,6.0,90,61,3.51,8.55
AIREYS INLET,11/06/2020,1.5,0.0, ,15.9,6.9,85,58,3.70,8.87
AIREYS INLET,12/06/2020,1.4,0.0, ,16.6,6.8,87,50,2.88,8.77
AIREYS INLET,13/06/2020,1.7,0.0, ,15.9,7.2,89,57,4.71,6.07
AIREYS INLET,14/06/2020,1.7,0.4, ,15.5,8.7,93,61,6.66,4.64
AIREYS INLET,15/06/2020,1.1,2.4, ,15.1,9.2,95,78,7.06,6.31
AIREYS INLET,16/06/2020,1.2,5.6, ,14.5,11.1,95,68,4.81,5.81
AIREYS INLET,17/06/2020,0.9,2.6, ,13.0,6.4,88,56,1.93,7.24
AIREYS INLET,18/06/2020,1.3,0.0, ,15.6,5.5,92,57,3.23,8.53
AIREYS INLET,19/06/2020,1.6,0.0, ,17.4,8.3,92,60,4.43,8.08
AIREYS INLET,20/06/2020,1.2,2.8, ,14.3,9.9,93,63,3.89,7.89
AIREYS INLET,21/06/2020,0.8,0.0, ,13.5,7.3,94,71,2.18,6.38
AIREYS INLET,22/06/2020,0.9,0.0, ,12.3,7.8,94,77,3.79,4.93
AIREYS INLET,23/06/2020,0.9,12.2, ,15.6,8.4,95,76,3.23,8.66
AIREYS INLET,24/06/2020,0.7,0.0, ,15.5,10.7,95,81,1.90,6.70
AIREYS INLET,25/06/2020,1.1,0.0, ,13.3,9.0,93,74,4.73,6.05
AIREYS INLET,26/06/2020,1.2,3.0, ,14.8,6.3,93,64,3.47,7.98
AIREYS INLET,27/06/2020,0.9,0.6, ,13.4,5.5,93,60,2.26,8.84
AIREYS INLET,28/06/2020,1.2,0.0, ,14.8,4.8,92,54,2.92,8.99
AIREYS INLET,29/06/2020,1.2,0.0, ,14.6,5.0,89,54,2.67,9.02
AIREYS INLET,30/06/2020,1.8,0.0, ,14.5,5.4,88,52,4.97,6.49
AIREYS INLET,01/07/2020,3.0,0.0, ,17.6,8.4,78,37,6.71,9.04
AIREYS INLET,02/07/2020,1.6,1.6, ,13.3,8.2,94,59,6.79,8.44
AIREYS INLET,03/07/2020,1.0,0.0, ,10.3,7.0,95,71,4.76,4.15
AIREYS INLET,04/07/2020,1.4,10.6, ,14.9,5.4,95,63,5.06,8.05
AIREYS INLET,05/07/2020,0.9,0.2, ,13.8,8.2,95,78,3.66,7.50
AIREYS INLET,06/07/2020,0.9,0.4, ,13.2,8.1,95,71,2.58,4.77
AIREYS INLET,07/07/2020,0.7,0.8, ,11.9,8.2,95,77,1.58,5.92
AIREYS INLET,08/07/2020,0.7,1.2, ,12.3,5.4,95,74,1.93,7.68
AIREYS INLET,09/07/2020,1.1,0.0, ,14.9,6.4,95,65,2.92,9.28
AIREYS INLET,10/07/2020,1.1,0.0, ,15.2,6.8,95,58,2.42,7.96
AIREYS INLET,11/07/2020,0.8,0.0, ,14.1,8.0,95,73,1.73,7.41
AIREYS INLET,12/07/2020,1.1,1.6, ,15.6,8.8,95,67,2.61,7.84
AIREYS INLET,13/07/2020,1.0,2.0, ,14.0,10.7,94,78,3.63,7.31
AIREYS INLET,14/07/2020,1.1,1.0, ,12.8,9.7,95,65,3.44,7.16
AIREYS INLET,15/07/2020,1.1,1.0, ,13.1,9.4,91,67,3.16,9.20
AIREYS INLET,16/07/2020,0.8,0.0, ,14.6,6.8,95,66,1.40,7.98
AIREYS INLET,17/07/2020,0.9,0.0, ,12.8,5.4,95,67,2.30,6.82
AIREYS INLET,18/07/2020,1.3,0.2, ,11.6,5.5,92,66,5.06,5.43
AIREYS INLET,19/07/2020,1.7,0.0, ,13.7,7.4,94,60,6.88,9.03
AIREYS INLET,20/07/2020,1.3,3.6, ,13.3,6.0,94,67,4.85,8.97
AIREYS INLET,21/07/2020,1.0,0.0, ,12.8,6.6,94,73,2.76,7.26
AIREYS INLET,22/07/2020,1.2,0.0, ,13.4,7.5,95,65,3.64,6.66
AIREYS INLET,23/07/2020,1.2,0.4, ,11.0,6.4,88,61,2.98,5.59
AIREYS INLET,24/07/2020,1.5,0.0, ,13.8,4.2,86,52,3.28,9.72
AIREYS INLET,25/07/2020,1.2,0.0, ,14.1,5.0,94,57,2.08,8.54
AIREYS INLET,26/07/2020,0.9,0.0, ,13.6,7.5,94,74,2.20,6.19
AIREYS INLET,27/07/2020,1.5,0.0, ,12.6,9.1,91,68,6.34,5.79
AIREYS INLET,28/07/2020,1.1,0.0, ,14.0,10.2,92,71,2.11,7.84
AIREYS INLET,29/07/2020,1.5,0.0, ,15.2,7.3,95,58,3.09,10.82
AIREYS INLET,30/07/2020,1.6,0.0, ,15.4,7.4,88,52,2.73,10.25
AIREYS INLET,31/07/2020,1.7,0.0, ,15.4,6.3,89,56,3.55,10.79
AIREYS INLET,01/08/2020,3.4,0.0, ,18.2,8.9,69,47,7.64,11.19
AIREYS INLET,02/08/2020,1.8,0.0, ,16.6,8.7,86,58,3.70,10.74
AIREYS INLET,03/08/2020,1.5,0.0, ,13.7,8.0,84,59,3.44,6.39
AIREYS INLET,04/08/2020,1.7,1.0, ,10.4,2.2,93,56,7.46,9.02
AIREYS INLET,05/08/2020,1.8,10.2, ,11.0,2.6,93,56,7.19,9.18
AIREYS INLET,06/08/2020,1.6,3.8, ,14.4,6.0,91,61,4.07,9.89
AIREYS INLET,07/08/2020,1.4,0.0, ,11.5,8.4,93,68,6.58,5.96
AIREYS INLET,08/08/2020,1.1,4.4, ,12.1,9.7,95,80,6.71,5.15
AIREYS INLET,09/08/2020,1.5,2.2, ,14.2,9.9,94,71,4.60,9.67
AIREYS INLET,10/08/2020,1.4,0.0, ,13.8,8.1,95,65,2.34,12.00
AIREYS INLET,11/08/2020,2.1,0.0, ,16.3,6.0,95,49,4.84,7.96
AIREYS INLET,12/08/2020,1.8,3.4, ,16.9,9.0,95,59,4.10,9.15
AIREYS INLET,13/08/2020,1.9,3.0, ,18.2,9.6,95,63,4.08,11.38
AIREYS INLET,14/08/2020,1.6,0.0, ,17.5,9.7,94,62,3.04,6.72
AIREYS INLET,15/08/2020,1.6,0.2, ,16.7,8.8,95,68,3.02,11.77
AIREYS INLET,16/08/2020,1.6,0.2, ,15.6,9.3,95,70,4.47,11.32
AIREYS INLET,17/08/2020,1.9,0.2, ,15.1,8.0,93,55,3.85,12.06
AIREYS INLET,18/08/2020,2.3,0.6, ,16.1,9.4,88,53,5.00,9.68
AIREYS INLET,19/08/2020,1.6,8.4, ,14.3,7.6,95,61,3.42,8.95
AIREYS INLET,20/08/2020,1.9,3.2, ,13.4,7.6,94,60,5.17,12.70
AIREYS INLET,21/08/2020,2.0,6.6, ,11.4,5.6,92,58,7.14,12.41
AIREYS INLET,22/08/2020,1.7,12.6, ,11.5,3.5,95,61,7.81,6.81
AIREYS INLET,23/08/2020,1.8,22.0, ,12.3,6.6,95,60,6.79,8.85
AIREYS INLET,24/08/2020,1.6,2.0, ,12.8,5.0,91,63,3.56,10.35
AIREYS INLET,25/08/2020,1.6,0.8, ,13.4,5.6,92,66,3.58,10.04
AIREYS INLET,26/08/2020,1.9,0.6, ,13.5,5.6,95,52,3.60,11.35
AIREYS INLET,27/08/2020,2.8,0.0, ,16.4,5.5,82,55,7.95,10.47
AIREYS INLET,28/08/2020,2.5,1.4, ,16.5,6.2,86,55,4.50,15.09
AIREYS INLET,29/08/2020,3.4,0.0, ,20.0,7.2,95,40,5.45,15.29
AIREYS INLET,30/08/2020,3.5,0.0, ,17.0,10.3,88,41,9.32,9.23
AIREYS INLET,31/08/2020,2.0,0.4, ,12.5,6.9,79,62,4.64,11.80
AIREYS INLET,01/09/2020,2.5,0.0, ,15.0,4.6,87,47,4.26,15.62
AIREYS INLET,02/09/2020,4.0,0.0, ,20.7,7.0,89,32,6.43,12.43
AIREYS INLET,03/09/2020,3.4,1.2, ,16.2,10.9,77,48,8.09,11.76
AIREYS INLET,04/09/2020,2.1,0.4, ,15.3,7.0,91,57,4.93,9.14
AIREYS INLET,05/09/2020,2.4,5.0, ,16.5,8.4,91,50,3.43,14.06
AIREYS INLET,06/09/2020,3.4,0.0, ,19.7,7.3,91,42,5.12,16.73
AIREYS INLET,07/09/2020,5.8,0.0, ,23.1,11.1,64,30,8.22,16.82
AIREYS INLET,08/09/2020,3.7,0.0, ,19.0,14.8,82,34,6.11,9.08
AIREYS INLET,09/09/2020,2.4,1.2, ,14.2,8.1,78,53,3.40,14.86
AIREYS INLET,10/09/2020,2.5,0.0, ,15.9,8.8,83,58,2.86,17.30
AIREYS INLET,11/09/2020,2.8,0.0, ,17.1,10.8,87,51,7.24,6.90
AIREYS INLET,12/09/2020,1.3,4.8, ,13.0,11.6,95,75,4.85,3.84
AIREYS INLET,13/09/2020,2.9,13.0, ,16.4,8.5,95,49,4.59,18.07
AIREYS INLET,14/09/2020,2.8,0.0, ,16.8,9.6,94,47,3.36,17.85
AIREYS INLET,15/09/2020,2.2,0.0, ,14.8,5.8,95,60,2.39,16.95
AIREYS INLET,16/09/2020,3.7,0.0, ,21.8,7.3,95,38,4.44,16.46
AIREYS INLET,17/09/2020,1.8,4.0, ,12.5,10.2,95,64,3.34,10.02
AIREYS INLET,18/09/2020,1.6,0.2, ,14.9,9.9,95,79,3.02,9.99
AIREYS INLET,19/09/2020,2.5,0.0, ,19.6,10.9,95,67,2.02,16.52
AIREYS INLET,20/09/2020,3.3,0.2, ,20.9,14.0,92,58,6.48,14.03
AIREYS INLET,21/09/2020,4.6,1.6, ,19.1,10.6,91,29,7.39,19.12
AIREYS INLET,22/09/2020,3.2,0.0, ,15.9,9.1,88,53,7.03,18.72
AIREYS INLET,23/09/2020,2.7,4.4, ,14.3,8.7,94,51,5.88,15.56
AIREYS INLET,24/09/2020,2.6,0.0, ,13.6,6.2,94,49,5.01,14.49
AIREYS INLET,25/09/2020,1.7,6.4, ,10.1,5.9,95,62,5.05,8.38
AIREYS INLET,26/09/2020,2.6,25.6, ,13.5,3.2,94,57,7.29,17.76
AIREYS INLET,27/09/2020,2.6,4.4, ,13.3,6.8,95,52,3.93,17.98
AIREYS INLET,28/09/2020,2.3,0.0, ,13.7,4.8,87,53,1.67,17.38
AIREYS INLET,29/09/2020,2.9,0.0, ,17.0,4.8,95,46,3.18,17.83
AIREYS INLET,30/09/2020,3.2,0.8, ,19.1,10.3,91,49,6.48,9.82
AIREYS INLET,01/10/2020,3.9,4.6, ,18.8,7.3,87,43,5.31,20.28
AIREYS INLET,02/10/2020,6.9,0.0, ,27.6,10.4,64,31,7.20,21.71
AIREYS INLET,03/10/2020,6.8,0.0, ,29.4,16.4,93,28,6.85,21.62
AIREYS INLET,04/10/2020,3.1,0.0, ,22.7,12.4,95,55,5.23,10.65
AIREYS INLET,05/10/2020,2.5,17.0, ,14.2,7.2,95,64,6.41,17.06
AIREYS INLET,06/10/2020,2.8,0.8, ,13.0,7.8,95,46,5.24,16.19
AIREYS INLET,07/10/2020,1.6,5.4, ,14.5,8.3,96,76,2.91,8.91
AIREYS INLET,08/10/2020,2.3,32.6, ,15.3,11.8,96,64,5.96,11.98
AIREYS INLET,09/10/2020,3.1,16.8, ,15.6,10.4,88,59,7.00,17.33
AIREYS INLET,10/10/2020,2.8,0.0, ,17.1,9.7,84,54,3.35,13.93
AIREYS INLET,11/10/2020,3.0,0.0, ,16.4,9.2,92,48,2.49,18.66
AIREYS INLET,12/10/2020,4.1,0.0, ,24.3,6.7,94,41,4.27,15.56
AIREYS INLET,13/10/2020,3.2,0.0, ,15.9,11.4,93,54,4.45,20.13
AIREYS INLET,14/10/2020,3.0,0.0, ,21.0,10.3,85,62,2.99,15.83
AIREYS INLET,15/10/2020,3.2,0.0, ,20.1,12.7,95,38,5.59,6.29
AIREYS INLET,16/10/2020,3.1,5.0, ,15.3,9.4,92,55,2.92,20.42
AIREYS INLET,17/10/2020,2.9,6.2, ,17.5,11.3,95,52,5.68,11.15
AIREYS INLET,18/10/2020,2.9,1.0, ,15.1,10.1,82,58,5.02,13.86
AIREYS INLET,19/10/2020,3.0,0.0, ,15.6,8.3,87,57,3.90,18.00
AIREYS INLET,20/10/2020,2.6,0.0, ,15.4,6.5,88,53,1.65,16.58
AIREYS INLET,21/10/2020,2.4,0.0, ,16.0,8.2,90,62,2.17,14.70
AIREYS INLET,22/10/2020,2.9,0.0, ,16.8,9.9,88,64,1.76,19.35
AIREYS INLET,23/10/2020,2.0,0.6, ,17.1,10.6,96,78,1.64,11.81
AIREYS INLET,24/10/2020,2.7,17.6, ,13.1,10.3,96,58,7.75,16.70
AIREYS INLET,25/10/2020,3.3,2.0, ,13.1,7.7,77,48,7.49,15.09
AIREYS INLET,26/10/2020,3.9,0.4, ,15.0,9.0,74,52,7.10,21.79
AIREYS INLET,27/10/2020,2.4,0.0, ,14.9,11.4,84,69,6.77,9.96
AIREYS INLET,28/10/2020,3.1,0.8, ,17.3,12.1,95,67,3.21,19.89
AIREYS INLET,29/10/2020,2.7,0.0, ,18.9,10.8,95,69,2.16,16.37
AIREYS INLET,30/10/2020,2.7,0.0, ,18.0,10.9,94,73,4.30,17.03
AIREYS INLET,31/10/2020,3.2,0.0, ,16.0,12.0,88,63,6.09,18.39
AIREYS INLET,01/11/2020,3.1,0.0, ,17.0,10.5,90,60,2.44,19.49
AIREYS INLET,02/11/2020,4.4,0.0, ,23.7,9.2,93,62,1.86,27.62
AIREYS INLET,03/11/2020,7.6,0.0, ,31.6,15.2,67,24,4.83,24.48
AIREYS INLET,04/11/2020,3.8,0.0, ,18.8,18.6,94,35,6.16,11.45
AIREYS INLET,05/11/2020,3.6,6.0, ,15.2,9.2,93,52,6.89,23.07
AIREYS INLET,06/11/2020,3.0,0.0, ,16.5,9.0,95,54,3.66,17.05
AIREYS INLET,07/11/2020,3.7,4.2, ,16.3,10.0,95,49,4.81,22.07
AIREYS INLET,08/11/2020,4.3,0.0, ,18.7,10.3,91,51,2.70,27.73
AIREYS INLET,09/11/2020,4.6,0.0, ,23.3,9.7,95,51,2.04,27.83
AIREYS INLET,10/11/2020,8.1,0.0, ,33.0,16.6,69,21,4.31,27.68
AIREYS INLET,11/11/2020,3.2,0.6, ,22.5,20.4,94,37,5.94,1.98
AIREYS INLET,12/11/2020,4.1,14.2, ,21.1,15.4,87,52,6.58,15.36
AIREYS INLET,13/11/2020,2.6,0.4, ,17.5,12.2,95,63,3.31,13.48
AIREYS INLET,14/11/2020,2.9,3.0, ,16.9,11.3,88,59,2.30,16.15
AIREYS INLET,15/11/2020,7.5,0.2, ,30.9,10.3,94,24,5.85,23.68
AIREYS INLET,16/11/2020,6.3,0.0, ,21.0,15.6,78,37,9.69,26.96
AIREYS INLET,17/11/2020,4.2,0.0, ,19.1,9.8,90,52,3.80,25.04
AIREYS INLET,18/11/2020,5.3,0.0, ,25.6,10.5,95,34,2.50,27.75
AIREYS INLET,19/11/2020,9.5,0.0, ,35.7,15.8,58,11,4.73,26.75
AIREYS INLET,20/11/2020,4.9,0.0, ,18.9,14.3,92,44,4.42,28.82
AIREYS INLET,21/11/2020,3.2,0.0, ,21.6,11.6,90,64,1.90,17.58
AIREYS INLET,22/11/2020,4.7,0.0, ,29.2,14.4,93,39,3.20,16.44
AIREYS INLET,23/11/2020,3.9,21.6, ,17.7,14.1,96,66,6.66,27.32
AIREYS INLET,24/11/2020,2.7,0.0, ,18.1,11.9,84,67,2.61,13.31
AIREYS INLET,25/11/2020,5.7,0.0, ,26.9,12.5,93,49,3.17,30.29
AIREYS INLET,26/11/2020,4.9,0.0, ,19.1,13.7,86,45,4.23,27.90
AIREYS INLET,27/11/2020,6.7,0.0, ,31.7,11.0,87,27,2.83,29.02
AIREYS INLET,28/11/2020,2.6,0.0, ,20.8,14.4,95,50,4.42,5.26
AIREYS INLET,29/11/2020,3.5,17.4, ,17.1,11.9,95,58,7.07,19.94
AIREYS INLET,30/11/2020,4.7,0.0, ,22.6,11.0,88,60,2.31,28.23
AIREYS INLET,01/12/2020,4.8,0.0, ,22.4,14.8,86,38,6.70,14.18
AIREYS INLET,02/12/2020,3.8,0.6, ,17.7,8.8,86,44,4.73,18.22
AIREYS INLET,03/12/2020,4.7,0.0, ,18.6,7.3,84,41,2.50,30.60
AIREYS INLET,04/12/2020,4.7,0.0, ,21.4,9.6,89,53,3.01,28.87
AIREYS INLET,05/12/2020,4.3,0.0, ,23.9,11.7,93,30,5.66,7.05
AIREYS INLET,06/12/2020,4.1,3.6, ,16.8,9.9,87,51,7.69,23.21
AIREYS INLET,07/12/2020,3.5,6.4, ,15.6,9.0,89,59,6.80,21.41
AIREYS INLET,08/12/2020,3.0,2.4, ,16.3,8.9,76,56,4.25,13.23
AIREYS INLET,09/12/2020,4.0,0.0, ,19.8,11.6,87,53,3.26,22.12
AIREYS INLET,10/12/2020,4.5,0.2, ,17.2,11.6,95,44,6.03,26.25
AIREYS INLET,11/12/2020,4.9,0.0, ,18.6,12.0,79,55,4.09,30.73
AIREYS INLET,12/12/2020,5.3,0.0, ,21.6,13.2,89,47,2.58,31.50
AIREYS INLET,13/12/2020,6.2,0.0, ,29.8,13.1,95,29,2.84,27.51
AIREYS INLET,14/12/2020,8.5,0.0, ,35.5,16.5,76,18,3.38,31.92
AIREYS INLET,15/12/2020,5.7,0.0, ,21.1,19.3,86,25,6.31,21.12
AIREYS INLET,16/12/2020,1.9,0.6, ,17.1,13.1,95,77,4.50,8.20
AIREYS INLET,17/12/2020,3.4,5.2, ,20.7,13.2,95,71,3.47,20.07
AIREYS INLET,18/12/2020,4.1,0.0, ,18.5,11.7,92,47,5.34,20.41
AIREYS INLET,19/12/2020,3.7,0.0, ,17.9,10.2,81,47,3.19,19.20
AIREYS INLET,20/12/2020,4.8,0.0, ,18.6,9.6,77,44,2.75,30.01
AIREYS INLET,21/12/2020,2.0,0.0, ,17.5,11.3,95,74,2.14,9.64
AIREYS INLET,22/12/2020,2.0,12.0, ,16.2,12.6,95,77,8.02,9.76
AIREYS INLET,23/12/2020,2.9,7.8, ,17.8,11.2,84,60,3.71,12.66
AIREYS INLET,24/12/2020,3.5,0.0, ,17.6,11.3,94,52,4.72,18.44
AIREYS INLET,25/12/2020,3.9,0.0, ,17.7,12.0,71,50,3.49,19.38
AIREYS INLET,26/12/2020,5.4,0.0, ,25.0,12.2,87,59,2.14,32.02
AIREYS INLET,27/12/2020,7.1,0.0, ,30.5,14.1,95,18,7.33,9.94
AIREYS INLET,28/12/2020,4.0,1.6, ,17.5,9.4,76,44,4.02,19.52
AIREYS INLET,29/12/2020,4.7,0.0, ,20.0,8.4,83,49,3.14,28.59
AIREYS INLET,30/12/2020,3.8,0.0, ,20.1,13.7,91,64,3.24,21.34
AIREYS INLET,31/12/2020,4.0,0.0, ,20.7,13.8,92,59,4.86,20.90
AIREYS INLET,01/01/2021,4.0,0.0, ,23.4,15.3,89,64,2.77,20.50
AIREYS INLET,02/01/2021,2.1,0.0, ,20.5,15.6,96,79,2.16,10.41
AIREYS INLET,03/01/2021,1.6,10.2, ,20.1,16.3,96,88,6.13,7.21
AIREYS INLET,04/01/2021,1.6,9.0, ,15.9,13.4,96,85,8.34,9.08
AIREYS INLET,05/01/2021,2.0,3.2, ,18.0,13.9,96,81,6.59,9.94
AIREYS INLET,06/01/2021,3.6,1.0, ,18.4,12.7,94,66,7.07,21.85
AIREYS INLET,07/01/2021,4.4,0.2, ,21.1,12.7,90,68,3.24,27.38
AIREYS INLET,08/01/2021,5.2,0.0, ,21.5,15.2,91,60,3.63,31.48
AIREYS INLET,09/01/2021,4.9,0.0, ,22.1,14.5,93,67,2.54,30.39
AIREYS INLET,10/01/2021,5.6,0.0, ,28.1,13.9,93,48,1.75,29.89
AIREYS INLET,11/01/2021,9.5,0.0, ,37.5,17.6,75,11,4.98,23.69
AIREYS INLET,12/01/2021,5.1,0.0, ,20.1,15.3,88,50,5.74,27.96
AIREYS INLET,13/01/2021,3.7,0.0, ,23.0,13.7,88,54,2.38,17.42
AIREYS INLET,14/01/2021,3.3,0.2, ,21.3,12.0,92,57,3.54,14.73
AIREYS INLET,15/01/2021,4.3,0.0, ,17.3,9.7,93,44,6.32,24.61
AIREYS INLET,16/01/2021,3.8,6.0, ,19.4,10.0,92,54,6.03,18.56
AIREYS INLET,17/01/2021,4.7,0.0, ,19.6,11.1,77,55,4.48,27.73
AIREYS INLET,18/01/2021,4.6,0.0, ,21.6,12.3,87,55,4.97,24.52
AIREYS INLET,19/01/2021,5.2,0.0, ,19.0,12.7,67,46,5.94,25.57
AIREYS INLET,20/01/2021,4.9,0.0, ,20.4,12.6,84,57,2.92,30.47
AIREYS INLET,21/01/2021,4.9,0.0, ,22.2,13.6,91,53,2.17,29.75
AIREYS INLET,22/01/2021,5.7,0.0, ,22.3,15.5,87,36,4.27,29.29
AIREYS INLET,23/01/2021,4.6,0.0, ,21.4,13.9,91,61,2.13,28.35
AIREYS INLET,24/01/2021,5.6,0.0, ,31.1,13.9,93,30,2.75,22.07
AIREYS INLET,25/01/2021,5.6,0.0, ,28.8,20.0,95,19,4.82,12.63
AIREYS INLET,26/01/2021,3.2,9.4, ,19.1,15.3,96,57,6.62,12.73
AIREYS INLET,27/01/2021,4.8,0.0, ,19.8,12.7,80,51,5.92,25.97
AIREYS INLET,28/01/2021,3.3,0.0, ,20.9,14.2,81,65,5.45,12.91
AIREYS INLET,29/01/2021,1.9,30.8, ,24.1,15.7,96,73,3.40,5.57
AIREYS INLET,30/01/2021,3.7,14.8, ,19.6,14.9,92,69,4.91,22.61
AIREYS INLET,31/01/2021,4.5,0.0, ,20.9,14.3,80,51,2.84,24.47
AIREYS INLET,01/02/2021,3.0,0.0, ,19.5,14.1,82,62,4.29,11.54
AIREYS INLET,02/02/2021,3.8,0.0, ,18.7,12.6,87,51,6.04,17.12
AIREYS INLET,03/02/2021,4.2,0.0, ,20.2,12.8,80,56,3.42,23.53
AIREYS INLET,04/02/2021,2.5,0.0, ,21.6,12.6,93,66,1.52,12.72
AIREYS INLET,05/02/2021,3.5,1.6, ,24.7,15.1,90,63,4.42,14.38
AIREYS INLET,06/02/2021,5.2,0.8, ,24.5,12.9,89,40,4.73,22.68
AIREYS INLET,07/02/2021,3.7,0.0, ,19.5,14.6,83,56,5.76,15.83
AIREYS INLET,08/02/2021,3.4,0.0, ,18.7,13.6,79,57,4.84,14.50
AIREYS INLET,09/02/2021,4.5,0.0, ,20.8,14.1,81,57,3.63,25.38
AIREYS INLET,10/02/2021,4.6,0.0, ,22.6,14.5,88,61,2.66,27.33
AIREYS INLET,11/02/2021,4.6,0.0, ,32.0,14.9,95,31,3.57,9.08
AIREYS INLET,12/02/2021,4.5,4.2, ,22.5,14.7,79,47,4.82,18.48
AIREYS INLET,13/02/2021,3.6,0.0, ,19.7,13.5,91,58,4.77,18.37
AIREYS INLET,14/02/2021,2.9,0.0, ,18.8,14.1,79,58,3.61,10.66
AIREYS INLET,15/02/2021,4.2,0.0, ,22.1,15.2,82,64,3.27,23.49
AIREYS INLET,16/02/2021,4.0,0.0, ,24.8,15.3,92,59,1.66,22.30
AIREYS INLET,17/02/2021,4.2,0.0, ,22.8,15.9,93,66,2.30,25.52
AIREYS INLET,18/02/2021,5.7,0.0, ,30.8,16.5,94,32,2.53,25.88
AIREYS INLET,19/02/2021,8.7,0.0, ,35.1,18.7,65,23,5.37,25.64
AIREYS INLET,20/02/2021,3.5,0.0, ,22.5,17.0,92,63,3.99,16.99
AIREYS INLET,21/02/2021,2.2,0.6, ,18.9,14.9,96,64,3.41,8.97
AIREYS INLET,22/02/2021,3.6,0.8, ,20.2,12.9,88,50,5.54,14.19
AIREYS INLET,23/02/2021,3.9,0.4, ,18.1,10.4,86,48,5.31,20.68
AIREYS INLET,24/02/2021,3.0,1.4, ,19.5,11.2,77,47,2.02,14.89
AIREYS INLET,25/02/2021,4.4,0.0, ,22.6,9.6,92,44,5.50,19.84
AIREYS INLET,26/02/2021,3.5,0.6, ,19.3,11.8,78,48,3.98,15.53
AIREYS INLET,27/02/2021,2.3,0.0, ,19.0,13.0,89,60,2.16,10.77
AIREYS INLET,28/02/2021,3.4,0.0, ,21.1,10.7,95,64,2.54,21.64
