'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE OTWAY LIGHTHOUSE Victoria for March 2010,,,,,,,,,,
Issued at 04:44 GMT on Monday 26 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE OTWAY LIGHTHOUSE,01/03/2010,4.0,0.0, ,15.9,12.5,74,53,5.33,23.57
CAPE OTWAY LIGHTHOUSE,02/03/2010,2.8,0.0, ,17.0,13.0,85,66,2.91,16.82
CAPE OTWAY LIGHTHOUSE,03/03/2010,3.3,0.0, ,18.9,14.9,96,78,4.60,24.02
CAPE OTWAY LIGHTHOUSE,04/03/2010,4.4,0.0, ,25.0,12.8,98,51,3.56,24.37
CAPE OTWAY LIGHTHOUSE,05/03/2010,2.7,0.0, ,20.6,18.6,100,56,3.24,11.93
CAPE OTWAY LIGHTHOUSE,06/03/2010,3.0,3.8, ,19.8,15.8,100,80,4.45,22.00
CAPE OTWAY LIGHTHOUSE,07/03/2010,2.3,8.0, ,21.0,16.7,100,86,6.26,15.67
CAPE OTWAY LIGHTHOUSE,08/03/2010,3.3,7.4, ,21.9,15.3,100,66,4.21,19.12
CAPE OTWAY LIGHTHOUSE,09/03/2010,3.2,6.0, ,15.9,14.0,98,55,11.39,17.48
CAPE OTWAY LIGHTHOUSE,10/03/2010,3.6,1.2, ,16.3,11.6,86,57,7.70,22.38
CAPE OTWAY LIGHTHOUSE,11/03/2010,3.2,0.2, ,17.6,12.1,80,59,3.58,18.77
CAPE OTWAY LIGHTHOUSE,12/03/2010,3.9,0.0, ,19.7,14.8,94,62,4.91,25.47
CAPE OTWAY LIGHTHOUSE,13/03/2010,3.9,0.0, ,20.1,14.7,98,60,5.24,25.25
CAPE OTWAY LIGHTHOUSE,14/03/2010,5.2,0.0, ,25.4,12.7,88,40,4.53,24.93
CAPE OTWAY LIGHTHOUSE,15/03/2010,6.0,0.0, ,28.3,17.2,67,40,4.89,23.73
CAPE OTWAY LIGHTHOUSE,16/03/2010,4.9,0.0, ,25.1,20.1,97,44,4.56,24.02
CAPE OTWAY LIGHTHOUSE,17/03/2010,4.3,0.0, ,25.7,17.3,97,45,4.71,17.87
CAPE OTWAY LIGHTHOUSE,18/03/2010,2.4,0.0, ,21.3,17.7,100,71,5.08,11.50
CAPE OTWAY LIGHTHOUSE,19/03/2010,2.4,1.6, ,19.3,17.7,99,84,6.03,17.44
CAPE OTWAY LIGHTHOUSE,20/03/2010,2.8,0.0, ,19.1,13.5,97,79,4.54,22.21
CAPE OTWAY LIGHTHOUSE,21/03/2010,3.3,0.0, ,18.0,14.8,89,67,9.04,20.68
CAPE OTWAY LIGHTHOUSE,22/03/2010,3.7,0.0, ,16.8,13.8,74,61,6.87,20.79
CAPE OTWAY LIGHTHOUSE,23/03/2010,2.5,0.0, ,17.6,14.6,97,70,7.63,15.35
CAPE OTWAY LIGHTHOUSE,24/03/2010,2.5,0.0, ,18.1,14.5,99,83,4.14,20.66
CAPE OTWAY LIGHTHOUSE,25/03/2010,4.2,0.2, ,25.7,12.2,100,36,2.88,22.44
CAPE OTWAY LIGHTHOUSE,26/03/2010,3.1,0.2, ,18.6,14.5,99,26,4.15,9.64
CAPE OTWAY LIGHTHOUSE,27/03/2010,2.5,0.6, ,17.8,14.8,94,66,4.97,14.54
CAPE OTWAY LIGHTHOUSE,28/03/2010,3.3,1.0, ,23.3,14.3,99,52,6.77,9.37
CAPE OTWAY LIGHTHOUSE,29/03/2010,2.7,4.2, ,18.5,15.6,99,68,5.22,18.85
CAPE OTWAY LIGHTHOUSE,30/03/2010,3.1,0.0, ,18.7,12.8,89,62,2.76,21.41
CAPE OTWAY LIGHTHOUSE,31/03/2010,2.8,0.0, ,18.5,11.7,91,73,4.35,21.12
Totals:,,105.3,34.4, ,,,,,, 
