'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE OTWAY LIGHTHOUSE Victoria for September 2010,,,,,,,,,,
Issued at 22:30 GMT on Friday 01 October 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE OTWAY LIGHTHOUSE,01/09/2010,1.3,19.0, ,12.4,10.3,97,76,5.36,8.08
CAPE OTWAY LIGHTHOUSE,02/09/2010,2.1,2.8, ,12.4,9.3,87,54,3.41,15.32
CAPE OTWAY LIGHTHOUSE,03/09/2010,1.9,0.6, ,13.2,9.2,95,67,6.54,13.61
CAPE OTWAY LIGHTHOUSE,04/09/2010,1.9,5.6, ,17.7,10.2,99,70,7.81,7.22
CAPE OTWAY LIGHTHOUSE,05/09/2010,2.1,3.6, ,12.3,9.1,97,65,11.79,13.57
CAPE OTWAY LIGHTHOUSE,06/09/2010,2.4,6.6, ,12.5,7.3,92,56,6.86,17.21
CAPE OTWAY LIGHTHOUSE,07/09/2010,1.8,3.4, ,12.7,6.7,96,74,3.68,15.95
CAPE OTWAY LIGHTHOUSE,08/09/2010,2.5,0.2, ,14.9,7.1,86,51,5.32,11.70
CAPE OTWAY LIGHTHOUSE,09/09/2010,2.2,0.0, ,16.0,10.3,94,61,7.45,7.47
CAPE OTWAY LIGHTHOUSE,10/09/2010,2.2,15.8, ,12.6,8.2,95,63,7.46,16.15
CAPE OTWAY LIGHTHOUSE,11/09/2010,2.5,1.4, ,14.3,9.3,91,63,7.75,17.18
CAPE OTWAY LIGHTHOUSE,12/09/2010,2.6,0.0, ,16.2,10.0,86,57,5.19,13.79
CAPE OTWAY LIGHTHOUSE,13/09/2010,2.6,2.0, ,12.8,10.0,94,55,7.19,16.95
CAPE OTWAY LIGHTHOUSE,14/09/2010,2.4,0.0, ,12.6,8.0,86,57,5.35,14.61
CAPE OTWAY LIGHTHOUSE,15/09/2010,2.1,1.8, ,12.0,8.8,92,56,10.92,1.00
CAPE OTWAY LIGHTHOUSE,16/09/2010,3.0,0.8, ,11.9,8.7,84,51,11.85,13.66
CAPE OTWAY LIGHTHOUSE,17/09/2010, ,0.4, ,12.5,8.7,78,58,9.66, 
CAPE OTWAY LIGHTHOUSE,18/09/2010,1.8,1.4, ,12.6,9.4,95,75,8.71,14.00
CAPE OTWAY LIGHTHOUSE,19/09/2010,2.2,1.2, ,12.2,9.3,94,67,7.47,15.83
CAPE OTWAY LIGHTHOUSE,20/09/2010,1.7,1.2, ,13.0,9.7,96,84,6.90,16.24
CAPE OTWAY LIGHTHOUSE,21/09/2010,2.0,1.2, ,13.5,9.6,96,68,5.73,13.23
CAPE OTWAY LIGHTHOUSE,22/09/2010,2.2,0.6, ,13.0,9.3,95,64,5.47,14.29
CAPE OTWAY LIGHTHOUSE,23/09/2010,2.2,0.2, ,12.3,8.9,92,66,7.39,13.60
CAPE OTWAY LIGHTHOUSE,24/09/2010,1.9,0.4, ,12.5,9.2,92,70,7.87,9.54
CAPE OTWAY LIGHTHOUSE,25/09/2010,2.7,0.0, ,15.5,10.2,88,70,6.92,19.38
CAPE OTWAY LIGHTHOUSE,26/09/2010,2.7,0.0, ,13.9,10.0,90,62,6.26,19.08
CAPE OTWAY LIGHTHOUSE,27/09/2010,2.9,0.6, ,12.1,9.9,93,50,10.14,16.70
CAPE OTWAY LIGHTHOUSE,28/09/2010,3.0,4.6, ,11.0,7.5,85,53,11.06,19.07
CAPE OTWAY LIGHTHOUSE,29/09/2010,3.4,1.4, ,12.2,6.9,82,45,9.37,19.74
CAPE OTWAY LIGHTHOUSE,30/09/2010,1.9,1.8, ,11.5,6.5,95,69,4.91,14.26
Totals:,,66.2,78.6, ,,,,,, 
