'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BROOME AIRPORT Western Australia for September 2023,,,,,,,,,,
Issued at 22:30 GMT on Sunday 01 October 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BROOME AIRPORT,01/09/2023,6.6,0.0, ,35.8,14.1,94,12,2.98,23.02
BROOME AIRPORT,02/09/2023,6.0,0.0, ,32.3,14.0,96,20,3.18,23.11
BROOME AIRPORT,03/09/2023,4.5,0.0, ,28.8,16.5,98,60,3.23,23.17
BROOME AIRPORT,04/09/2023,4.2,0.0, ,28.4,14.9,98,58,2.22,23.22
BROOME AIRPORT,05/09/2023,5.5,0.0, ,30.8,14.5,99,31,3.17,23.30
BROOME AIRPORT,06/09/2023,5.4,0.0, ,28.8,19.9,85,46,3.90,23.39
BROOME AIRPORT,07/09/2023,6.0,0.0, ,32.4,19.9,96,22,3.17,23.54
BROOME AIRPORT,08/09/2023,7.1,0.0, ,36.4,17.8,93,17,3.57,23.59
BROOME AIRPORT,09/09/2023,5.9,0.0, ,33.7,17.7,97,30,2.88,23.67
BROOME AIRPORT,10/09/2023,5.5,0.0, ,34.1,20.1,99,25,2.06,23.90
BROOME AIRPORT,11/09/2023,7.4,0.0, ,38.2,18.5,92,16,3.38,24.15
BROOME AIRPORT,12/09/2023,6.3,0.0, ,34.6,18.2,94,26,3.07,24.21
BROOME AIRPORT,13/09/2023,6.4,0.0, ,34.1,16.5,96,26,3.32,24.43
BROOME AIRPORT,14/09/2023,5.6,0.0, ,32.1,17.8,99,29,2.51,24.53
BROOME AIRPORT,15/09/2023,5.1,0.0, ,32.1,18.4,99,47,2.15,24.56
BROOME AIRPORT,16/09/2023,5.9,0.0, ,33.6,17.2,99,27,2.69,24.31
BROOME AIRPORT,17/09/2023,5.1,0.0, ,30.2,18.8,97,55,3.13,24.75
BROOME AIRPORT,18/09/2023,5.0,0.0, ,30.3,22.2,98,64,3.39,24.70
BROOME AIRPORT,19/09/2023,4.9,0.0, ,30.0,19.6,98,64,3.57,24.78
BROOME AIRPORT,20/09/2023,5.7,0.0, ,31.0,23.5,92,50,3.54,24.81
BROOME AIRPORT,21/09/2023,5.6,0.0, ,31.1,19.2,94,47,3.35,24.80
BROOME AIRPORT,22/09/2023,6.9,0.0, ,34.6,24.5,88,27,3.54,25.00
BROOME AIRPORT,23/09/2023,5.9,0.0, ,33.3,19.9,94,42,2.77,25.30
BROOME AIRPORT,24/09/2023,6.3,0.0, ,37.2,18.5,96,26,2.19,25.45
BROOME AIRPORT,25/09/2023,5.5,0.0, ,32.5,20.4,99,52,2.42,25.56
BROOME AIRPORT,26/09/2023,5.2,0.2, ,31.5,19.5,98,67,3.53,25.53
BROOME AIRPORT,27/09/2023,5.7,0.0, ,32.5,23.7,96,58,3.22,25.90
BROOME AIRPORT,28/09/2023,7.1,0.0, ,37.3,21.7,96,30,3.64,24.27
BROOME AIRPORT,29/09/2023,5.7,0.2, ,33.2,20.3,94,57,2.89,26.04
BROOME AIRPORT,30/09/2023,5.3,0.0, ,30.9,23.8,97,69,3.53,25.53
Totals:,,173.3,0.4, ,,,,,, 
