'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BROOME AIRPORT Western Australia for May 2023,,,,,,,,,,
Issued at 22:30 GMT on Thursday 01 June 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BROOME AIRPORT,01/05/2023,3.9,0.0, ,30.9,16.5,86,49,2.25,16.87
BROOME AIRPORT,02/05/2023,3.7,0.0, ,31.2,22.7,89,49,1.99,15.01
BROOME AIRPORT,03/05/2023,5.5,0.0, ,33.6,23.1,80,29,2.97,20.61
BROOME AIRPORT,04/05/2023,5.3,0.0, ,32.8,17.5,89,26,2.92,20.52
BROOME AIRPORT,05/05/2023,4.9,0.0, ,32.9,16.7,93,26,2.47,20.44
BROOME AIRPORT,06/05/2023,5.1,0.0, ,32.7,18.3,90,34,3.36,18.68
BROOME AIRPORT,07/05/2023,5.6,0.0, ,33.9,20.0,77,37,3.45,20.23
BROOME AIRPORT,08/05/2023,5.8,0.0, ,31.9,19.5,69,32,3.81,20.16
BROOME AIRPORT,09/05/2023,5.6,0.0, ,30.4,17.2,66,31,3.80,20.07
BROOME AIRPORT,10/05/2023,4.8,0.0, ,29.8,15.5,95,26,3.07,19.78
BROOME AIRPORT,11/05/2023,5.3,0.0, ,31.0,13.8,75,21,3.19,19.76
BROOME AIRPORT,12/05/2023,5.6,0.0, ,31.6,14.0,68,21,3.28,19.65
BROOME AIRPORT,13/05/2023,4.7,0.0, ,30.6,11.5,94,20,2.58,19.53
BROOME AIRPORT,14/05/2023,5.2,0.0, ,31.2,11.3,89,18,3.04,19.45
BROOME AIRPORT,15/05/2023,5.6,0.0, ,30.7,16.6,78,22,3.85,19.28
BROOME AIRPORT,16/05/2023,5.2,0.0, ,32.7,11.9,85,22,2.87,19.26
BROOME AIRPORT,17/05/2023,4.6,0.0, ,32.2,15.8,91,36,2.74,19.23
BROOME AIRPORT,18/05/2023,4.9,0.0, ,30.7,18.8,88,29,3.27,19.14
BROOME AIRPORT,19/05/2023,5.2,0.0, ,29.6,13.9,71,24,3.52,19.14
BROOME AIRPORT,20/05/2023,5.6,0.0, ,28.0,12.4,64,27,4.60,19.06
BROOME AIRPORT,21/05/2023,5.6,0.0, ,27.1,13.6,62,21,4.50,18.97
BROOME AIRPORT,22/05/2023,5.1,0.0, ,27.5,10.8,71,22,3.70,18.94
BROOME AIRPORT,23/05/2023,4.7,0.0, ,29.0,9.9,85,21,2.93,18.91
BROOME AIRPORT,24/05/2023,3.9,0.0, ,31.2,9.4,94,27,1.75,18.79
BROOME AIRPORT,25/05/2023,4.7,0.0, ,30.9,12.0,96,22,2.85,18.70
BROOME AIRPORT,26/05/2023,5.0,0.0, ,31.1,12.3,70,24,3.07,18.61
BROOME AIRPORT,27/05/2023,5.0,0.0, ,30.6,14.8,70,31,3.38,18.48
BROOME AIRPORT,28/05/2023,5.4,0.0, ,27.8,13.3,65,21,4.14,18.38
BROOME AIRPORT,29/05/2023,4.7,0.0, ,28.0,8.5,78,20,3.16,18.32
BROOME AIRPORT,30/05/2023,4.4,0.0, ,29.2,9.1,93,20,2.71,18.30
BROOME AIRPORT,31/05/2023,3.9,0.0, ,30.0,8.5,95,25,1.98,18.26
Totals:,,154.5,0, ,,,,,, 
