'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for ESPERANCE AERO Western Australia for May 2023,,,,,,,,,,
Issued at 22:30 GMT on Thursday 01 June 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
ESPERANCE AERO,01/05/2023,1.6,0.2, ,18.7,8.6,95,68,3.15,8.17
ESPERANCE AERO,02/05/2023,2.7,1.0, ,21.0,6.8,97,43,3.51,14.31
ESPERANCE AERO,03/05/2023,3.3,0.2, ,24.8,7.9,99,33,3.26,14.01
ESPERANCE AERO,04/05/2023,2.5,0.0, ,21.2,9.3,90,57,4.29,11.76
ESPERANCE AERO,05/05/2023,2.2,1.2, ,17.5,12.3,95,49,3.59,11.50
ESPERANCE AERO,06/05/2023,2.8,0.2, ,18.8,9.3,91,39,4.22,12.02
ESPERANCE AERO,07/05/2023,3.0,0.0, ,20.5,8.6,91,37,4.25,13.53
ESPERANCE AERO,08/05/2023,3.4,0.0, ,20.8,9.7,91,32,5.00,13.56
ESPERANCE AERO,09/05/2023,5.2,0.0, ,23.5,8.6,85,20,7.23,13.44
ESPERANCE AERO,10/05/2023,6.0,0.0, ,26.2,14.6,91,21,9.30,9.10
ESPERANCE AERO,11/05/2023,1.7,7.0, ,16.4,8.1,94,66,4.37,9.73
ESPERANCE AERO,12/05/2023,3.2,0.4, ,20.7,7.5,94,35,4.86,13.03
ESPERANCE AERO,13/05/2023,2.5,1.0, ,21.3,12.7,96,54,5.62,7.67
ESPERANCE AERO,14/05/2023,1.7,12.2, ,17.3,10.3,94,56,2.91,9.16
ESPERANCE AERO,15/05/2023,1.8,0.0, ,19.4,7.9,97,55,2.34,11.55
ESPERANCE AERO,16/05/2023,2.4,0.2, ,21.9,9.3,98,45,3.39,10.68
ESPERANCE AERO,17/05/2023,2.6,0.0, ,21.7,9.8,91,48,3.97,11.45
ESPERANCE AERO,18/05/2023,2.4,0.0, ,21.4,10.9,95,47,3.56,12.39
ESPERANCE AERO,19/05/2023,1.7,0.2, ,19.0,7.7,98,61,2.85,10.79
ESPERANCE AERO,20/05/2023,1.4,0.0, ,18.1,7.1,97,67,2.53,9.42
ESPERANCE AERO,21/05/2023,1.6,0.2, ,18.2,9.3,98,58,2.65,8.23
ESPERANCE AERO,22/05/2023,3.2,0.0, ,22.7,7.8,88,38,4.62,11.51
ESPERANCE AERO,23/05/2023,4.5,0.0, ,25.0,12.7,69,28,5.43,11.26
ESPERANCE AERO,24/05/2023,2.5,2.2, ,17.0,13.9,96,46,6.67,7.24
ESPERANCE AERO,25/05/2023,2.2,3.8, ,15.8,10.3,92,43,4.44,8.61
ESPERANCE AERO,26/05/2023,1.4,0.0, ,15.1,10.6,87,54,2.31,6.09
ESPERANCE AERO,27/05/2023,2.4,0.0, ,18.5,5.7,86,45,4.19,11.68
ESPERANCE AERO,28/05/2023,2.3,0.0, ,20.4,8.1,96,49,3.92,11.74
ESPERANCE AERO,29/05/2023,3.6,0.2, ,23.7,7.8,97,25,4.60,9.00
ESPERANCE AERO,30/05/2023,4.9,0.0, ,23.3,12.8,34,20,5.04,7.64
ESPERANCE AERO,31/05/2023,2.3,0.0, ,20.4,12.1,96,39,3.65,7.92
Totals:,,85,30.2, ,,,,,, 
